# Habitat data extracted and recoded from
# US 2006 NLCD www.mrlc.gov/nlcd2006.php
# 30m grid cells
1,2,2,2,2,2,2,1,2,1,1
2,2,2,2,2,2,2,2,1,1,1
1,1,1,2,2,2,2,1,1,1,2
1,1,2,2,2,1,1,1,1,3,2
3,3,2,2,2,1,1,1,2,2,3
3,2,2,2,2,1,1,1,3,2,3
3,3,2,2,1,1,3,3,3,3,3
3,3,1,1,1,1,3,3,3,3,3
1,2,1,1,1,3,3,3,3,3,3
1,1,1,1,3,3,3,3,3,3,3
3,1,3,3,3,3,3,3,3,3,3
1,3,3,3,3,3,3,3,3,3,3
3,3,2,2,2,2,2,3,3,3,3
3,3,2,2,2,3,3,3,3,3,3
3,2,2,2,3,3,3,3,3,3,3
3,2,2,2,3,3,3,3,3,3,3
3,2,2,3,3,3,3,3,3,3,3
